,name,H,e,a
732134,K17B06J,18.2,0.11502069999999999,1.9696842
732141,K17B06Q,21.4,0.5305304,1.9472194
732146,K17B06V,22.6,0.4593882,1.8947215
732147,K17B06W,25.3,0.4896305,1.8463721999999998
732148,K17B06X,24.2,0.4614811,1.9102538
732154,K17B07E,18.2,0.0803235,1.9372040000000001
732159,K17B07U,17.8,0.11858699999999998,1.8917911
732182,K17B09H,18.2,0.1334018,1.8826067
732225,K17B12M,18.9,0.1456316,1.8931691000000002
732229,K17B13G,18.1,0.050959199999999996,1.9493208
732235,K17B14E,18.5,0.058021,1.8801096000000002
732250,K17B16P,18.6,0.1304359,1.9457456000000002
732340,K17B28U,18.1,0.10642560000000001,1.9950556000000002
732350,K17B29N,19.4,0.1850879,1.8067218999999997
732352,K17B29X,17.7,0.1048718,1.9505903999999998
732354,K17B30A,21.2,0.4361406,1.9505366000000002
732368,K17B30Q,25.4,0.5370076,1.9018319
732369,K17B30R,19.8,0.2329383,1.8777398
732373,K17B31C,18.5,0.1032538,1.9781336999999999
732375,K17B31J,19.1,0.1399602,1.9247113
732376,K17B31K,19.4,0.1471698,1.866255
732378,K17B31M,20.7,0.4926528,1.7829453999999998
732391,K17B32J,25.1,0.4468497,1.8904490000000003
732403,K17B32W,22.8,0.37024709999999994,1.9823495
732463,K17B38A,18.2,0.10946580000000002,1.9421596
732509,K17B44E,18.1,0.08389529999999999,1.8908537
732519,K17B45F,18.0,0.10829949999999999,1.9726643
732567,K17B50R,18.4,0.0810355,1.9804589
732615,K17B56H,18.6,0.1014182,1.8759550999999999
732720,K17B68S,18.0,0.1991905,1.9922294999999999
732730,K17B69Y,18.1,0.0512126,1.9417506999999998
732852,K17B91F,18.2,0.09341050000000001,1.9321664
732853,K17B91G,18.2,0.0458837,1.8778487000000001
732855,K17B91K,18.0,0.0978567,1.9501810000000002
732856,K17B91L,18.8,0.1050654,1.9428478
732857,K17B91M,17.7,0.0745295,1.8932891
732862,K17B91U,18.2,0.056177099999999994,1.8755509999999997
732863,K17B91Z,19.0,0.07293730000000001,1.8753185
732864,K17B92C,18.8,0.0596871,1.8718418999999997
732873,K17B92N,25.6,0.4831817,1.9216108
732874,K17B92O,17.6,0.0579153,1.9934939999999999
732876,K17B92Y,19.5,0.0812668,1.8185753
732878,K17B93A,18.3,0.0200064,1.9048352
732879,K17B93B,18.8,0.05871180000000001,1.8349807
732881,K17B93L,22.7,0.6207405,1.9831801
732893,K17B93X,17.7,0.1503974,1.9358607
732906,K17B95O,18.7,0.0409306,1.9507688000000003
733013,K17BA8J,18.7,0.06250019999999999,1.9175273999999998
733021,K17BA9J,18.2,0.0807459,1.9668973
733022,K17BA9K,18.5,0.0826534,1.9127096999999997
733028,K17BA9T,18.6,0.0479111,1.9679357
733163,K17BC4Y,18.3,0.0837149,1.9323139
733259,K17BD5T,18.3,0.0486862,1.8856060000000001
733262,K17BD6M,18.2,0.0671248,1.9096365000000002
733350,K17C00A,18.3,0.0183164,1.9000635
733352,K17C00H,18.3,0.061541,1.9687091
733353,K17C00M,17.9,0.0863681,1.8662066000000002
733360,K17C01A,17.7,0.0949567,1.968443
733361,K17C01E,19.7,0.2352598,1.8920905
733365,K17C01J,19.1,0.7050274000000001,1.9321424999999999
733408,K17C04P,19.2,0.1191678,1.8928205000000002
733414,K17C05M,18.7,0.07457799999999999,1.8977896
733417,K17C05Q,18.3,0.0768392,1.8442880000000001
733418,K17C05R,26.9,0.464628,1.8820867
733436,K17C07P,18.6,0.0916686,1.9172749
733622,K17C31A,19.1,0.0581591,1.9190759999999998
733630,K17C31L,18.0,0.0626916,1.9825123
733635,K17C31T,17.8,0.056106899999999994,1.9307717
733636,K17C31X,25.1,0.49767390000000006,1.9714848999999999
733637,K17C31Y,19.0,0.446851,1.9213459
733648,K17C32Q,24.2,0.6225742,1.8954961
733669,K17C34C,18.1,0.0711517,1.9399453999999998
733709,K17D00K,18.2,0.0659936,1.9174046000000002
733793,K17D06P,18.8,0.0209209,1.8588672
733805,K17D07L,17.5,0.0703467,1.9277388999999998
733912,K17D15D,18.0,0.0826438,1.9432035
733913,K17D15F,17.7,0.08559960000000001,1.9638142
733914,K17D15H,19.2,0.1015955,1.8940463
733915,K17D15M,18.7,0.051313,1.8129031999999998
733916,K17D15N,17.8,0.1084011,1.9597883999999999
733917,K17D15O,18.5,0.1288943,1.9109787
733924,K17D15V,25.2,0.46922749999999996,1.9039708999999998
733926,K17D15X,22.4,0.4000781,1.9188394
733927,K17D16A,19.2,0.1205765,1.8121581000000002
733932,K17D16L,18.3,0.1060354,1.9642398
733989,K17D22J,18.1,0.0915286,1.9078787
734090,K17D33A,18.4,0.0698975,1.9677026000000002
734106,K17D33Z,19.4,0.2422605,1.9533357
734107,K17D34B,18.2,0.0482981,1.9083927
734109,K17D34D,18.1,0.1174509,1.8527200000000001
734111,K17D34H,18.5,0.0588736,1.9005054
734121,K17D34S,25.7,0.7082987,1.9559273000000001
734127,K17D34Y,17.8,0.08503739999999999,1.9413612
734128,K17D35B,18.9,0.1189236,1.9083801999999999
734129,K17D35E,18.5,0.1255725,1.8873398000000001
734133,K17D35O,19.4,0.560982,1.9480268
734134,K17D35P,22.3,0.6216449000000001,1.8203169999999997
734138,K17D35T,20.8,0.6709614,1.9784745
734148,K17D36D,26.7,0.5104534000000001,1.9544946
734152,K17D36L,18.3,0.1056415,1.8818697
734153,K17D36N,18.3,0.1269346,1.9079191999999998
734161,K17D36W,18.2,0.0431885,1.9253403000000002
734163,K17D37G,18.2,0.0296014,1.8685181
734164,K17D37J,17.8,0.0978253,1.9342339
734165,K17D37K,19.0,0.0866937,1.8734682
734166,K17D37L,19.6,0.0658962,1.8542166000000002
734167,K17D37M,19.1,0.11505810000000001,1.8638044999999999
734168,K17D37P,18.4,0.1155105,1.9270793999999998
734174,K17D37V,20.1,0.36411550000000004,1.8081755000000002
734178,K17D37Z,28.6,0.5627463,1.8823636000000001
734179,K17D38A,24.9,0.4759941,1.9002147
734181,K17D38C,24.6,0.43729090000000004,1.8228438000000002
734255,K17D45L,18.9,0.048614300000000006,1.9725453999999998
734491,K17D73K,18.6,0.0510053,1.8542054000000001
734496,K17D73V,18.5,0.1365439,1.9674353
734526,K17D76K,18.8,0.057987000000000004,1.9727021
734540,K17D77E,18.2,0.0743217,1.9772035
734609,K17D81N,18.9,0.10492280000000001,1.8744207999999998
734622,K17D82H,18.8,0.0235457,1.8930945
734628,K17D82O,18.1,0.0769164,1.9272276999999998
734651,K17D84D,18.3,0.0817428,1.8728220000000002
734658,K17D84Q,18.9,0.0711403,1.8134124
734729,K17D89S,19.1,0.07796449999999999,1.8705379
734749,K17D91U,19.0,0.0585044,1.9103786
734788,K17D95Z,19.2,0.11064360000000001,1.9233974999999999
734833,K17DA0A,18.4,0.10332960000000001,1.9287287
734874,K17DA3S,18.2,0.056651,1.9041631999999997
734939,K17DA8B,17.8,0.051889199999999996,1.91077
734949,K17DA8X,19.4,0.0916561,1.8960883000000002
734955,K17DA9E,18.4,0.0892669,1.9051102999999998
734956,K17DA9F,18.4,0.0606659,1.9309808999999998
734996,K17DB1M,18.2,0.06133400000000001,1.8700593999999997
735064,K17DB6A,17.6,0.12064000000000001,1.8576970000000002
735068,K17DB6J,18.4,0.0971679,1.9129041000000002
735114,K17DB8O,18.5,0.0558689,1.859015
735117,K17DB8U,18.9,0.09332649999999999,1.8776786
735140,K17DC0M,18.9,0.0504839,1.8845162
735190,K17E00B,19.4,0.0650715,1.887241
735191,K17E00C,21.1,0.4228299,1.9149192
735202,K17E00Q,18.5,0.11037860000000001,1.8845656000000002
735207,K17E00W,27.0,0.5402504,1.9698738000000002
735208,K17E00Z,18.1,0.0859448,1.8453241000000002
735209,K17E01C,18.5,0.09757489999999999,1.8789418000000002
735211,K17E01F,18.5,0.039291,1.8970946
735212,K17E01G,27.5,0.44559609999999994,1.8071026999999997
735215,K17E01K,18.5,0.12469769999999998,1.8376205
735216,K17E01M,19.3,0.1518128,1.8885076
735219,K17E01R,18.6,0.086052,1.8656645
735220,K17E01X,18.7,0.12231900000000001,1.9224552
735222,K17E02B,18.7,0.11737,1.8709276999999997
735223,K17E02C,18.1,0.0508699,1.9462277
735224,K17E02E,18.0,0.06663,1.9527918000000002
735225,K17E02G,18.6,0.0908469,1.9015745
735227,K17E02K,18.2,0.045193199999999996,1.8849339
735228,K17E02M,18.3,0.1037761,1.9321631999999997
735229,K17E02N,19.1,0.06032130000000001,1.8471243000000002
735230,K17E02O,18.7,0.0840883,1.9725307
735232,K17E02Q,18.9,0.06453160000000001,1.885143
735248,K17E03H,25.8,0.4732267,1.9221146
735251,K17E03M,18.5,0.0890298,1.8520676999999999
735253,K17E03S,18.7,0.1003914,1.9316548999999998
735254,K17E03U,18.6,0.1145529,1.8655546000000003
735255,K17E04A,18.6,0.10007139999999999,1.8254724999999998
735256,K17E04D,19.4,0.4320708,1.8043662
735258,K17E04F,26.2,0.4421982,1.8068667
735261,K17E04J,25.4,0.4830311,1.9482105
735263,K17E04L,25.4,0.6344468000000001,1.9221618000000003
735270,K17E04V,18.2,0.0767287,1.9284544
735285,K17E05X,18.9,0.0871963,1.8461150000000002
735317,K17E08K,17.8,0.0718429,1.9202913000000001
735354,K17E10K,18.6,0.0391014,1.9187351000000001
735357,K17E10P,18.6,0.09976130000000001,1.946977
735366,K17E11L,18.8,0.0763191,1.8967193
735370,K17E11T,19.0,0.060065999999999994,1.9505234
735395,K17E13R,21.6,0.49928690000000003,1.8972247
735424,K17E15R,18.6,0.06664880000000001,1.9374226000000003
735444,K17E17M,18.4,0.0733768,1.9636092
735471,K17E19P,18.2,0.0991278,1.9415095000000002
735484,K17E20N,19.1,0.10090589999999999,1.884206
735485,K17E20O,18.7,0.069828,1.9156848999999998
735493,K17E21F,18.8,0.1311767,1.8815389999999999
735508,K17E22O,22.1,0.32481259999999995,1.8995293999999998
735509,K17E22P,22.4,0.9051792,1.9620967
735515,K17E22W,18.1,0.014806,1.9256366999999999
735516,K17E22Y,18.3,0.0767995,1.8907516
735517,K17E22Z,18.6,0.0299626,1.8328665000000002
735523,K17E23N,18.6,0.0584548,1.8939270000000001
735525,K17E23P,18.4,0.0762266,1.9381611
735556,K17F00B,18.0,0.07423980000000001,1.9768561000000002
735558,K17F00F,18.2,0.0508865,1.9169017
735562,K17F00M,20.6,0.2840414,1.9108386000000002
735576,K17F01A,23.8,0.5481696,1.9245681000000001
735584,K17F01J,23.3,0.5279906999999999,1.9160056
735585,K17F01K,23.3,0.41396289999999997,1.9635425
735590,K17F01U,18.3,0.0605979,1.8789474999999998
735593,K17F02D,17.9,0.0533363,1.8463116000000002
735594,K17F02F,18.5,0.054304599999999995,1.9054929
735595,K17F02H,18.7,0.0663432,1.9536143
735596,K17F02J,18.2,0.1112857,1.9345796000000002
735605,K17F02T,20.8,0.35352290000000003,1.9486728
735606,K17F02U,27.8,0.5036443,1.9636077
735732,K17F10P,18.2,0.0766825,1.9203351000000002
735764,K17F13E,18.1,0.0797168,1.9361833
735767,K17F13J,19.2,0.08948989999999998,1.9333122
735802,K17F15V,18.5,0.0822798,1.8835901999999998
735870,K17F25G,18.3,0.07556289999999999,1.9104076
735985,K17F33T,19.0,0.059894399999999993,1.9259905
736043,K17F38Z,19.3,0.0119624,1.8833804
736049,K17F39K,19.5,0.0859245,1.8652636999999999
736134,K17F44X,18.8,0.0524965,1.8944987000000002
736161,K17F47U,18.1,0.1173711,1.9935391
736229,K17F53A,17.8,0.0634578,1.9177422
736237,K17F53N,18.0,0.0826718,1.9664133999999998
736313,K17F62Z,19.4,0.121808,1.8852552
736314,K17F63C,18.9,0.10850080000000001,1.8493283
736320,K17F63J,24.3,0.3842761,1.8780237000000002
736329,K17F63S,18.3,0.1515751,1.8448324
736332,K17F63X,18.5,0.16989970000000001,1.9768881
736333,K17F64B,19.6,0.2000347,1.8307814999999998
736334,K17F64F,18.3,0.051705499999999995,1.9255938000000001
736351,K17F64Z,24.2,0.4973295,1.936236
736354,K17F65C,25.7,0.7888539000000001,1.8645841
736423,K17F71H,19.3,0.1218441,1.8520381000000001
736468,K17F76M,18.7,0.10544560000000001,1.9667159
736617,K17F89X,18.4,0.10813410000000001,1.8383592
736637,K17F90Y,24.3,0.43870010000000004,1.8347942
736641,K17F91N,25.4,0.46859220000000007,1.913906
736686,K17F94V,18.4,0.06833539999999999,1.9668466
736695,K17F95L,18.6,0.10687360000000001,1.9530611
736713,K17F96X,18.8,0.0490774,1.9030388999999999
736764,K17FA1A,17.7,0.0732375,1.9581494
736765,K17FA1B,17.9,0.1004769,1.9211808999999997
736771,K17FA1H,22.5,0.45949350000000005,1.7865006999999997
736779,K17FA1Q,25.0,0.44722609999999996,1.9256605
736789,K17FA2A,25.5,0.575066,1.9224120999999998
736791,K17FA2E,18.5,0.0976566,1.9048196
736792,K17FA2H,19.2,0.08531330000000001,1.8607223000000002
736799,K17FA2Q,23.3,0.5354215999999999,1.944534
736804,K17FA2V,18.6,0.0946417,1.9556371
736807,K17FA3D,18.4,0.051035000000000004,1.9447873
736821,K17FA4G,18.5,0.123602,1.8683641
736861,K17FA8H,18.6,0.09093960000000001,1.9316711
736973,K17FC1Q,18.8,0.09546139999999999,1.9719487
737024,K17FC5U,18.8,0.1078095,1.9655145
737046,K17FC7H,18.3,0.1210239,1.9530313000000001
737047,K17FC7J,18.7,0.063804,1.9882323
737054,K17FC7R,19.2,0.0666808,1.8429238000000001
737055,K17FC7V,18.6,0.1546114,1.9263841
737057,K17FC7Y,18.1,0.0285517,1.9757048
737069,K17FC8N,19.0,0.551963,1.8467813999999998
737212,K17FE6U,18.2,0.0673393,1.9018304
737246,K17FF3C,19.0,0.0903462,1.9210279
737302,K17FF8T,18.1,0.0773596,1.9598561
737316,K17FF9Z,18.9,0.09285650000000001,1.9103763999999999
737369,K17G00P,18.3,0.0425202,1.9499148000000002
737404,K17G04D,17.6,0.06009199999999999,1.9256825
737405,K17G04E,18.2,0.06732039999999999,1.8726292000000002
737407,K17G04H,25.3,0.5817704,1.9291294999999997
737410,K17G04L,25.9,0.46362390000000003,1.9246580000000002
737414,K17G04P,26.1,0.5556606,1.9289561999999998
737418,K17G04T,26.7,0.498542,1.9147625
737423,K17G05F,18.1,0.078222,1.8673324
737424,K17G05K,19.0,0.06512749999999999,1.7910066999999998
737435,K17G05W,18.4,0.0629576,1.8686759999999998
737436,K17G05Y,17.8,0.0761395,1.9832451
737437,K17G05Z,18.5,0.08806510000000001,1.8662933000000002
737438,K17G06C,17.6,0.0597236,1.942939
737457,K17G07D,17.6,0.0845364,1.9660153000000002
737466,K17G07T,18.1,0.1037087,1.8459825
737467,K17G07W,17.8,0.07452,1.9279974999999998
737474,K17G08G,26.1,0.5330614,1.8780606
737523,K17H00O,18.4,0.19881849999999998,1.8115926
737524,K17H00P,18.9,0.12053519999999998,1.8824656000000002
737525,K17H00Q,18.0,0.09368480000000001,1.9191233
737528,K17H00U,21.5,0.45167559999999995,1.8460346999999997
737540,K17H01H,25.6,0.6470526,1.945654
737544,K17H01M,18.9,0.0404945,1.9155216
737545,K17H01Q,18.8,0.055236400000000005,1.9421580000000003
737546,K17H01R,18.7,0.1026566,1.8655736
737547,K17H01U,18.0,0.1036711,1.8632363999999997
737548,K17H01V,18.9,0.088837,1.8858466
737551,K17H02D,18.8,0.0669302,1.8667466000000001
737554,K17H02J,25.1,0.5020278,1.7901499
737556,K17H02L,18.4,0.0699938,1.9191915000000002
737558,K17H02Q,18.4,0.0326833,1.8866982
737562,K17H02W,26.6,0.4568581,1.7876055
737567,K17H03L,18.7,0.05400750000000001,1.8477443
737575,K17H03U,25.2,0.4842235,1.9029004
737585,K17H04R,19.0,0.09547610000000001,1.8755205000000001
737593,K17H05F,17.8,0.0418039,1.9565026
737657,K17H10E,17.7,0.043955,1.9669818
737669,K17H10V,18.4,0.082841,1.8928688000000002
737670,K17H10X,18.8,0.028203500000000003,1.8667247999999999
737761,K17H19N,19.6,0.0815623,1.8648596999999998
737787,K17H22F,18.1,0.05305750000000001,1.9261971999999998
737790,K17H22O,18.3,0.0380433,1.9387057
737802,K17H23P,19.2,0.10548219999999998,1.8533563000000002
737816,K17H25J,18.6,0.055702699999999994,1.9209015
737891,K17H42V,19.4,0.062072699999999995,1.8827557000000001
738028,K17J01B,19.2,0.0761073,1.8847884
738029,K17J01C,17.8,0.1113066,1.9140924
738030,K17J01D,18.6,0.08432869999999999,1.9810406000000003
738038,K17J01W,21.6,0.4271647,1.7826976000000003
738040,K17J01Y,25.3,0.45959700000000003,1.9100311999999997
738049,K17J02N,24.3,0.49985219999999997,1.8324870999999998
738058,K17J02Z,18.6,0.0446013,1.9206942
738059,K17J03A,18.9,0.10700950000000001,1.7918608
738060,K17J03B,19.0,0.0277899,1.8500581999999999
738133,K17K02H,19.3,0.0524923,1.8439721000000002
738134,K17K02J,18.0,0.0675178,1.9106083999999999
738135,K17K02L,18.1,0.0336843,1.9224271000000002
738136,K17K02M,18.4,0.1217359,1.8335443
738137,K17K02O,18.6,0.030669799999999997,1.8888373999999999
738139,K17K02W,19.5,0.10217689999999999,1.8759203999999998
738150,K17K03K,23.5,0.5328148,1.9382513
738152,K17K03P,18.4,0.057851400000000004,1.9047460999999999
738155,K17K03V,18.7,0.10402650000000001,1.8918012999999998
738157,K17K04D,18.2,0.0738882,1.9128741000000002
738158,K17K04K,18.0,0.0891122,1.9072683000000001
738163,K17K04R,21.5,0.469058,1.7936290000000001
738165,K17K04T,17.2,0.7657611,1.9879419999999999
738167,K17K04V,22.2,0.4882718,1.8201308999999997
738200,K17K07R,19.0,0.0375666,1.9400465
738305,K17K20X,18.4,0.0396358,1.9320911
738350,K17K27J,25.4,0.6063201,1.9931802
738369,K17K29A,18.8,0.0430247,1.8817544999999998
738390,K17K30Y,18.0,0.0961446,1.899377
738391,K17K31B,18.0,0.05377869999999999,1.8362463
738392,K17K31D,18.1,0.10911330000000001,1.9264994
738399,K17K31U,20.5,0.30897070000000004,1.8561019
738404,K17K32E,19.5,0.065512,1.8411244999999998
738405,K17K32F,18.4,0.08826210000000001,1.9241153999999998
738428,K17K34A,18.4,0.0680808,1.8658886000000001
738430,K17K34L,18.2,0.129877,1.8998526000000002
738434,K17K34Q,18.7,0.847816,1.7828085999999999
738440,K17K34X,19.6,0.1143732,1.8541813000000003
738443,K17K35B,19.1,0.0761347,1.9049937
738445,K17K35E,19.2,0.34038209999999997,1.8238499
738465,K17L00B,18.6,0.1392911,1.9254806
738482,K17L01C,18.3,0.24852739999999998,1.8169110000000002
738490,K17L01N,18.5,0.0730377,1.8948725
738520,K17M01D,24.6,0.5782669,1.9418397
738533,K17M02W,20.6,0.289272,1.8114848999999997
738541,K17M03E,24.5,0.46042700000000003,1.9100953
738547,K17M03T,19.1,0.10038419999999999,1.8175488000000002
738560,K17M04M,18.9,0.1656236,1.9459609
738564,K17M04T,18.4,0.06824839999999999,1.9608667000000002
738596,K17M07T,24.3,0.5022581,1.9055046999999998
738600,K17M07Y,18.1,0.060422199999999995,1.8537384999999997
738608,K17M08N,19.4,0.7491797,1.9366846999999998
738633,K17N00B,24.9,0.4607879,1.7837452
738661,K17N02D,18.0,0.041596499999999995,1.8460603
738665,K17N02L,23.0,0.4355112,1.8375776999999998
738699,K17N05T,22.9,0.6755975000000001,1.864946
738715,K17N06T,24.2,0.4181026,1.8998039
738720,K17O00A,20.1,0.5697125,1.8093342000000001
738738,K17O01H,27.1,0.6320352,1.8692212
738745,K17O01P,25.9,0.4898425,1.9676563999999999
738803,K17O07L,23.4,0.4894122,1.7934896
738890,K17O18R,21.3,0.2996676,1.8501168999999997
738894,K17O18V,23.4,0.34099240000000003,1.7898176
738897,K17O19A,18.5,0.0783065,1.892151
738900,K17O19H,18.6,0.12412229999999999,1.7946611000000001
738904,K17O19M,23.7,0.4912496,1.9192748
738905,K17O19N,24.4,0.4140656,1.8007612000000002
738913,K17O19Y,18.6,0.2377859,1.9510931
738914,K17O19Z,27.5,0.46721549999999995,1.8677104
739038,K17O38Z,19.2,0.1285766,1.9176755
739042,K17O39J,18.3,0.0189997,1.855775
739066,K17O41S,18.3,0.0532251,1.9391116000000002
739088,K17O44J,19.4,0.0462997,1.8152598999999998
739161,K17O52N,19.2,0.1250805,1.9749419999999998
739185,K17O55K,18.6,0.0766529,1.8829169
739296,K17O67M,18.6,0.11176359999999999,1.888377
739298,K17O67S,18.3,0.0575618,1.9380643
739314,K17O68L,20.7,0.3194415,1.8653361000000002
739348,K17P04Q,19.3,0.0754438,1.9115346000000002
739431,K17P24W,22.2,0.3030782,1.8217156000000003
739440,K17P25O,17.7,0.0484694,1.9042431
739457,K17P26P,18.0,0.0937506,1.8354759999999999
739458,K17P26T,18.6,0.041724199999999996,1.8558523999999998
739487,K17P30Y,18.2,0.17291120000000001,1.8892189999999998
739488,K17P30Z,18.8,0.1510715,1.9595756999999998
739589,K17Q00B,23.2,0.4544445,1.9153851000000002
739590,K17Q00E,18.2,0.0273733,1.8700183999999997
739591,K17Q00H,18.6,0.07184360000000001,1.8775224
739615,K17Q01S,26.4,0.5046278000000001,1.8825337
739618,K17Q01V,26.9,0.5140768,1.9331652
739620,K17Q01X,24.8,0.46284200000000003,1.8903938000000002
739628,K17Q02J,26.1,0.6619,1.8384418999999999
739633,K17Q02O,23.9,0.4062356,1.7869113
739635,K17Q02Q,18.3,0.061435300000000005,1.8434252
739694,K17Q08Q,19.0,0.0716582,1.9762904
739744,K17Q16Q,26.9,0.5175034000000001,1.7995444999999999
739746,K17Q16S,25.3,0.45456499999999994,1.814116
739749,K17Q16W,19.3,0.17827379999999998,1.8273978
739759,K17Q17K,19.1,0.11090639999999999,1.8153868999999998
739773,K17Q18E,19.5,0.6267136999999999,1.9601828000000001
739776,K17Q18H,19.9,0.36810329999999997,1.8413743999999999
739891,K17Q32Q,19.8,0.3042863,1.8183339
739900,K17Q33C,19.3,0.0743768,1.8871097
739904,K17Q33J,20.3,0.3177355,1.8387889
739906,K17Q33L,21.2,0.4800102,1.8386668999999998
739907,K17Q33M,27.8,0.6338043999999999,1.9442370999999998
739910,K17Q33P,24.2,0.4663053,1.9896857
739912,K17Q33S,20.0,0.1365379,1.8601273999999997
739946,K17Q36D,18.2,0.07691139999999999,1.8763148999999997
739960,K17Q37R,18.9,0.0586031,1.9393285
740263,K17R00D,17.9,0.1364057,1.9481098999999997
740280,K17R01A,18.2,0.0343457,1.8975098999999997
740281,K17R01B,18.1,0.0638281,1.9119467
740292,K17R01Q,18.8,0.11598039999999998,1.8790198
740293,K17R01R,19.3,0.0675197,1.8011854999999999
740294,K17R01S,18.8,0.1882199,1.8766518
740300,K17R01Z,18.4,0.0483209,1.8288461999999999
740301,K17R02B,19.5,0.155127,1.8244593
740306,K17R02J,27.6,0.6210148,1.9585986000000002
740394,K17R14E,18.8,0.092921,1.8054493999999999
740395,K17R14F,19.5,0.19954439999999998,1.80751
740398,K17R14P,19.7,0.1179107,1.8860928
740399,K17R14V,18.6,0.09151110000000001,1.8650480999999999
740400,K17R14W,18.7,0.1010647,1.8092074
740450,K17R17M,19.2,0.14542120000000003,1.9089523999999998
740456,K17R17W,29.5,0.5861271,1.9720862000000001
740609,K17R30C,19.1,0.093069,1.8973871999999998
741414,K17S01P,19.6,0.067987,1.8144320999999999
741425,K17S02E,20.6,0.3733185,1.9819168999999999
741439,K17S02Z,18.2,0.059686199999999995,1.9187813000000002
741449,K17S04M,19.1,0.0369652,1.8873514
741482,K17S09L,18.5,0.08455410000000001,1.9425653000000003
741504,K17S10V,19.3,0.1966061,1.8108755
741507,K17S11J,19.8,0.08326130000000001,1.8058561000000002
741508,K17S11L,19.7,0.10488199999999999,1.8727863999999999
741516,K17S11T,23.9,0.4239625,1.9927795
741537,K17S12P,20.4,0.6220983,1.8033957999999999
741542,K17S13A,19.0,0.0597102,1.8860846999999998
741545,K17S13M,18.7,0.0779691,1.8259601000000003
741546,K17S13N,18.7,0.1497385,1.9445415000000001
741547,K17S13O,20.2,0.1801421,1.9045433
741548,K17S13P,19.5,0.2033993,1.8149916000000001
741551,K17S13W,19.1,0.09339019999999999,1.8479275000000002
741556,K17S14D,22.9,0.30446740000000005,1.7906206999999998
741567,K17S14P,25.5,0.41635600000000006,1.8284026000000002
741599,K17S16W,18.6,0.14774600000000002,1.9174673
741620,K17S18C,18.8,0.0843286,1.8325717000000001
741621,K17S18K,19.4,0.1304292,1.8679
741623,K17S18S,19.0,0.0927565,1.8784588
741628,K17S19C,18.8,0.1637895,1.8861596999999999
741629,K17S19D,18.5,0.061266499999999995,1.9299696
741638,K17S19N,19.4,0.5074789000000001,1.9663451
741656,K17S20F,28.4,0.49283990000000005,1.8063787
741661,K17S20N,19.2,0.0639231,1.9063019
741673,K17S21E,18.1,0.0985182,1.9606738000000001
741675,K17S21H,18.7,0.0979979,1.9017534999999999
741704,K17S24D,18.5,0.0556967,1.8915955000000002
741753,K17S29X,19.2,0.1042928,1.9382766
741773,K17S32R,19.4,0.44525590000000004,1.9362724999999998
741777,K17S32W,18.8,0.1739984,1.9022907
741780,K17S33L,19.9,0.4311151,1.8178896
741867,K17S40K,18.7,0.11833699999999998,1.9110093999999997
741868,K17S40N,18.4,0.09850149999999999,1.9496236
741869,K17S40O,19.0,0.084893,1.8729319
741883,K17S41X,18.5,0.0869581,1.9339875
741894,K17S42U,18.9,0.1008146,1.9859415
741985,K17S50S,18.9,0.049801,1.9367313000000002
741990,K17S51H,18.9,0.049587400000000004,1.9657688999999998
742055,K17S56G,19.2,0.06662380000000001,1.901859
742109,K17S60L,18.0,0.0323895,1.9217077
742639,K17SA3O,19.1,0.0732785,1.9280045
742725,K17SA9X,19.5,0.0885317,1.8280717
742760,K17SB4D,19.0,0.0934243,1.8960953999999999
742761,K17SB4F,19.7,0.10253210000000001,1.9077997
742832,K17SC3Q,18.9,0.0850659,1.9472801
742843,K17SC5B,19.5,0.1971424,1.9444773999999998
742925,K17T00L,17.9,0.05987180000000001,1.9531685
742930,K17T00V,18.0,0.08281260000000001,1.879463
742954,K17T02D,18.0,0.09669789999999999,1.919275
742968,K17T02U,18.3,0.0501902,1.8655560000000002
742970,K17T03B,18.4,0.1305978,1.8809596999999998
742973,K17T03J,19.2,0.08452260000000002,1.8109659
742974,K17T03K,18.4,0.054273699999999994,1.9657342
742977,K17T03O,18.2,0.1024221,1.9228918999999998
742978,K17T03P,18.1,0.0600346,1.8972373
742980,K17T03R,20.7,0.3119728,1.8371271
742988,K17T03Z,24.7,0.4983073,1.8706018
743001,K17T04N,25.2,0.4627791,1.9118096999999998
743010,K17T04W,24.9,0.4588375,1.9228523000000002
743013,K17T04Z,22.9,0.5924623,1.9679843000000001
743014,K17T05A,27.2,0.48400129999999997,1.7989746
743018,K17T05E,26.0,0.49382349999999997,1.8168119999999999
743021,K17T05H,28.4,0.5580944999999999,1.9764345
743023,K17T05M,18.2,0.0770735,1.869287
743025,K17T05O,25.3,0.41724269999999997,1.8838202000000002
743026,K17T05P,24.8,0.4813214,1.7894333999999998
743028,K17T05R,25.2,0.5317576999999999,1.8703062
743030,K17T05T,25.0,0.3929553,1.7811468000000001
743033,K17T05W,27.2,0.6061546,1.8993229
743035,K17T05Y,26.3,0.4567001,1.8120772
743041,K17T06F,25.8,0.5160686,1.7841791
743043,K17T06H,21.4,0.4959983,1.7805342
743049,K17T06O,18.8,0.08040019999999999,1.8730859
743054,K17T06V,18.0,0.0531144,1.9766999
743164,K17U01G,27.8,0.4361764,1.8168929
743169,K17U01M,25.9,0.6544867,1.9700525000000002
743173,K17U01Q,25.9,0.7116615,1.7915332999999998
743179,K17U01W,18.2,0.1031527,1.8895342000000002
743180,K17U01X,18.3,0.0493715,1.879719
