,name,H,e,a
161037,G1038,17.2,0.1204542,1.8777816000000003
161151,G1152,16.1,0.1032777,1.9052121
161173,G1174,16.4,0.0701149,1.9397726999999998
161232,G1233,16.0,0.1166474,1.9477643
161233,G1234,16.6,0.0954711,1.9655086
161478,G1479,16.5,0.0846179,1.911434
161555,G1556,16.7,0.0599923,1.9220914
161629,G1630,16.9,0.0622137,1.9585449000000001
161715,G1716,16.3,0.0640794,1.9816441000000002
161751,G1752,16.6,0.058077199999999995,1.987905
162013,G2014,16.6,0.0830122,1.8982512999999999
162038,G2039,19.5,0.6604416999999999,1.8017717
162115,G2116,19.2,0.5585794,1.9156994999999999
162148,G2149,17.3,0.3957962,1.8742468999999997
162187,G2188,16.3,0.0481938,1.9282967
162188,G2189,16.6,0.0785299,1.9039082999999999
162189,G2190,17.1,0.0469166,1.9159099
162191,G2192,16.8,0.1551237,1.9068008
162192,G2193,17.3,0.08812289999999999,1.9163829
162195,G2196,18.7,0.3748847,1.8262528999999998
162200,G2201,16.9,0.085741,1.9019487000000002
162207,G2208,16.8,0.09245260000000001,1.9174964
162234,G2235,16.5,0.12426459999999999,1.9765487000000002
162259,G2260,16.9,0.10303339999999998,1.9333411
162260,G2261,16.7,0.081687,1.9108247999999999
162298,G2299,16.6,0.0911873,1.9593696
162299,G2300,16.3,0.0961256,1.9685648
162302,G2303,16.9,0.0790095,1.9750063000000002
162415,G2416,21.7,0.47845509999999997,1.8540371999999998
162686,G2687,18.7,0.5427619,1.8756895
162823,G2824,15.2,0.041438800000000005,1.9363042000000001
162839,G2840,17.0,0.0532587,1.9044052
162865,G2866,16.6,0.0813242,1.8952251
162875,G2876,16.9,0.0525124,1.9121206000000002
162892,G2893,16.5,0.06252869999999999,1.9648101000000002
162897,G2898,16.3,0.0851322,1.9313409
162901,G2902,16.6,0.0849089,1.8881805
162906,G2907,16.4,0.06965650000000001,1.9442479
162997,G2998,17.9,0.47440379999999993,1.9260558999999997
163013,G3014,17.5,0.44557060000000004,1.787145
163190,G3191,19.4,0.46453779999999995,1.8352537
163411,G3412,17.3,0.45111130000000005,1.9070814999999999
163424,G3425,17.5,0.11249460000000001,1.8504798999999998
163665,G3666,16.5,0.08422930000000001,1.9627662000000001
163677,G3678,17.2,0.09428260000000001,1.9328468
163689,G3690,16.5,0.0777651,1.9809553
164200,G4201,15.7,0.8602155,1.9964574000000002
164208,G4209,16.5,0.11028110000000002,1.8902982
164212,G4213,16.8,0.0456195,1.8988715
164218,G4219,17.1,0.1011474,1.973008
164219,G4220,16.3,0.28002550000000004,1.9630008
164407,G4408,16.4,0.08484069999999999,1.9726471999999997
164413,G4414,17.0,0.0815553,1.8674433000000001
164437,G4438,17.2,0.082441,1.9828122
164438,G4439,17.3,0.080336,1.9555144
164713,G4714,17.0,0.1517351,1.8853131
164715,G4716,15.5,0.1471015,1.9371048999999998
164717,G4718,17.4,0.1072913,1.9199567
164718,G4719,17.1,0.1141489,1.9146999
164846,G4847,16.8,0.0823507,1.9535334999999998
164853,G4854,17.0,0.05674069999999999,1.9279936000000002
164864,G4865,16.4,0.07234789999999999,1.9785235
164866,G4867,16.9,0.0908926,1.9238712
164877,G4878,16.9,0.051792099999999994,1.9383595
164899,G4900,17.3,0.0890956,1.9208081000000001
164906,G4907,16.6,0.06650110000000001,1.9166386999999998
164978,G4979,16.6,0.0977988,1.9699761000000002
165472,G5473,16.7,0.050367,1.8903167
165581,G5582,16.5,0.0293564,1.8769639
165589,G5590,17.5,0.0889693,1.8637531000000003
165638,G5639,16.7,0.0767196,1.9049443
165750,G5751,16.7,0.048126999999999996,1.9081491999999998
166552,G6553,17.2,0.0524919,1.8833327000000002
166557,G6558,17.6,0.11716099999999999,1.8734282
166694,G6695,16.8,0.060703999999999994,1.9034497
166756,G6757,16.5,0.0494596,1.911001
166803,G6804,16.5,0.0880161,1.915155
166833,G6834,17.0,0.0682953,1.8857958
166873,G6874,16.5,0.0462793,1.9558074
166877,G6878,17.2,0.06397090000000001,1.9253516
166897,G6898,16.4,0.1285609,1.9174028000000003
166899,G6900,16.6,0.0992151,1.9531153
166900,G6901,17.2,0.1074839,1.9494706999999998
166906,G6907,17.0,0.053917200000000005,1.9786428
166907,G6908,16.8,0.0860028,1.9361468999999998
166909,G6910,16.2,0.0400156,1.9609081999999998
166912,G6913,17.0,0.08831760000000001,1.9233226000000003
166914,G6915,16.7,0.10615510000000002,1.9727241000000002
167623,G7624,16.9,0.0742969,1.8195560000000002
167686,G7687,17.4,0.1099637,1.8604596000000002
167688,G7689,16.7,0.0639931,1.9736330000000002
167689,G7690,16.9,0.052971800000000006,1.9534242
167690,G7691,16.7,0.0455186,1.9867019000000001
167691,G7692,17.0,0.08598380000000001,1.8792849999999999
167692,G7693,16.8,0.086839,1.9866703999999997
167694,G7695,17.0,0.0756304,1.9296259999999998
167696,G7697,17.3,0.0850957,1.9786181
168044,G8045,16.2,0.031034500000000003,1.9803110000000002
168045,G8046,17.2,0.039941500000000005,1.8931203
168046,G8047,17.4,0.07377339999999999,1.9024383000000002
168048,G8049,16.9,0.08034730000000001,1.9200798
168083,G8084,17.0,0.046996300000000005,1.8944029999999998
168102,G8103,16.5,0.0537577,1.9377928
168339,G8340,16.8,0.09238930000000001,1.9726712
168380,G8381,16.7,0.2717335,1.8034436000000003
168475,G8476,17.4,0.0421114,1.8932912
168476,G8477,17.0,0.11777930000000002,1.9139848999999998
168530,G8531,17.0,0.0824438,1.9279897000000001
168547,G8548,16.6,0.0851793,1.9225752
168551,G8552,16.2,0.1361332,1.9187313000000001
168557,G8558,16.1,0.0672145,1.9022595000000002
168570,G8571,16.6,0.1672795,1.9376644
168571,G8572,16.1,0.047031800000000006,1.9115196
168572,G8573,16.3,0.0641491,1.9013851000000002
168574,G8575,16.4,0.046595300000000006,1.9098723999999998
168575,G8576,16.4,0.0608164,1.9061801999999999
168582,G8583,16.2,0.060231799999999995,1.9233936999999999
168585,G8586,16.9,0.09712439999999999,1.9751783
168586,G8587,16.5,0.114184,1.8994999
168597,G8598,16.6,0.0846441,1.9082445
168602,G8603,16.4,0.15033470000000002,1.9511022
169066,G9067,17.1,0.06725700000000001,1.9003493999999999
169129,G9130,16.4,0.1254797,1.9702529
169916,G9917,17.0,0.0728317,1.819189
170085,H0086,18.0,0.6254092,1.9055425
170117,H0118,17.1,0.1050419,1.9512941000000001
170123,H0124,16.9,0.0811651,1.8844538
170139,H0140,16.1,0.055564999999999996,1.9285404
170145,H0146,16.4,0.105722,1.8572616999999998
170150,H0151,16.5,0.1258934,1.9567957999999999
170154,H0155,16.8,0.0854132,1.9341495
170155,H0156,16.4,0.11684180000000001,1.9793807
170159,H0160,16.3,0.046199699999999996,1.9671698
170160,H0161,16.2,0.0742536,1.9500418999999998
170882,H0883,16.6,0.05741280000000001,1.9562336999999999
170885,H0886,16.6,0.060704999999999995,1.9614748
170886,H0887,16.7,0.0640107,1.9980377
170887,H0888,16.5,0.1414802,1.9407348000000002
170888,H0889,17.1,0.023211700000000002,1.9113807
170890,H0891,17.0,0.40448870000000003,1.9829676999999999
170895,H0896,17.0,0.0567924,1.9373965
171279,H1280,16.9,0.0895077,1.9625071
171284,H1285,17.3,0.0868579,1.888968
171299,H1300,16.8,0.040942900000000004,1.8889895
171485,H1486,18.4,0.5118613000000001,1.7945537
171571,H1572,16.6,0.12276480000000001,1.9192463
171588,H1589,17.1,0.0393948,1.9279471999999998
171600,H1601,16.2,0.0734889,1.9300578999999998
171609,H1610,16.5,0.1287427,1.917198
171619,H1620,16.1,0.1406189,1.9115861
171620,H1621,16.5,0.1055808,1.9327895
171809,H1810,17.1,0.0823957,1.8896830000000002
172178,H2179,17.4,0.1497835,1.8741116999999998
172418,H2419,16.8,0.1271308,1.9002103
172420,H2421,16.4,0.10748410000000001,1.9891255
172819,H2820,16.9,0.0660694,1.9317263999999998
172820,H2821,17.0,0.0400789,1.8918438000000002
172821,H2822,17.3,0.0703551,1.9649096999999998
172823,H2824,16.0,0.0407461,1.944379
173133,H3134,16.9,0.08916669999999999,1.8956716
173301,H3302,17.0,0.10674739999999999,1.897327
173353,H3354,16.2,0.1118233,1.9044116000000002
173359,H3360,17.0,0.1217951,1.8965085
173360,H3361,16.6,0.0660627,1.9447183000000001
173361,H3362,16.8,0.0739973,1.9085233
173362,H3363,16.7,0.0772715,1.9432374
173363,H3364,16.6,0.0424187,1.960941
173367,H3368,16.8,0.0617875,1.9375076
173369,H3370,16.7,0.053461400000000006,1.9283723000000002
173372,H3373,16.4,0.1111455,1.9164188000000002
173373,H3374,16.1,0.0828358,1.9196906999999999
173376,H3377,16.7,0.0674832,1.9153656000000003
173377,H3378,17.1,0.11587160000000002,1.915172
173387,H3388,16.9,0.1182471,1.9215307000000001
173388,H3389,16.9,0.0972068,1.9027422999999999
173389,H3390,17.1,0.069504,1.9030153000000003
173408,H3409,16.5,0.0789139,1.9657776999999999
173417,H3418,16.3,0.12464089999999999,1.9685566000000003
173426,H3427,16.9,0.08713639999999999,1.9477626000000001
173442,H3443,16.3,0.0678377,1.973703
173676,H3677,16.9,0.06552630000000001,1.9089444
173695,H3696,16.8,0.0317526,1.9208568
173704,H3705,16.3,0.085005,1.9194191999999999
174444,H4445,17.0,0.09240219999999999,1.9196615000000001
174460,H4461,16.5,0.0794075,1.9726959
174469,H4470,16.4,0.059676599999999996,1.8963381999999998
175115,H5116,16.7,0.0831924,1.9449203000000002
175118,H5119,16.6,0.0678253,1.9123326
175120,H5121,16.6,0.11742830000000001,1.9524526000000002
175121,H5122,16.9,0.0870838,1.9580618000000003
175787,H5788,16.9,0.13353900000000002,1.8379863999999997
175850,H5851,16.9,0.18781579999999998,1.9064756
175901,H5902,16.1,0.0650719,1.9293428
175907,H5908,16.5,0.0611239,1.9446534
175927,H5928,16.8,0.0622332,1.9350923
175933,H5934,16.6,0.10458119999999999,1.9084287
175939,H5940,16.7,0.1069114,1.9347349999999999
175943,H5944,16.8,0.060675400000000004,1.9117129000000002
176187,H6188,16.9,0.107153,1.8943005000000002
176195,H6196,16.9,0.080209,1.8870452000000002
176205,H6206,16.7,0.0693028,1.9410830000000001
176214,H6215,16.8,0.0843365,1.8823892
176221,H6222,17.0,0.0658009,1.9861176
176256,H6257,16.8,0.08577380000000001,1.9208150000000002
176264,H6265,17.4,0.1110873,1.8918796999999998
176347,H6348,16.1,0.06383330000000001,1.9669823
176496,H6497,16.1,0.07191619999999999,1.9659598000000003
177002,H7003,16.6,0.11113989999999999,1.8992066000000003
177023,H7024,17.1,0.1208644,1.9263271
177039,H7040,17.2,0.107603,1.8535956000000002
177040,H7041,16.8,0.0322851,1.8951906000000003
177061,H7062,17.0,0.0633546,1.9059692
177062,H7063,17.1,0.0863193,1.8949131999999997
177613,H7614,17.4,0.5204736,1.8881076
177646,H7647,16.6,0.0840043,1.9163643
177648,H7649,16.5,0.1158836,1.9763251
177649,H7650,16.9,0.0774125,1.9178028999999999
177651,H7652,16.9,0.045697,1.9719984
177653,H7654,16.4,0.06550009999999999,1.9701593000000002
177655,H7656,16.6,0.039089599999999995,1.9119765
177659,H7660,16.1,0.0592332,1.9750093999999998
177667,H7668,16.6,0.045866000000000004,1.963587
177950,H7951,17.2,0.058149599999999996,1.8750063000000001
177994,H7995,16.6,0.0554217,1.9681520000000001
178303,H8304,17.0,0.0961683,1.9905373
178353,H8354,17.0,0.1175146,1.8897667
178402,H8403,16.7,0.1051594,1.9744773999999998
178408,H8409,17.1,0.0560247,1.9288363999999998
178420,H8421,16.4,0.09883439999999999,1.959107
178421,H8422,16.6,0.1102021,1.9747505
178430,H8431,16.5,0.0608702,1.9628273
178517,H8518,16.8,0.0890956,1.8972461999999999
178535,H8536,16.5,0.08831,1.9212776999999999
178550,H8551,17.2,0.1242748,1.8790913
178588,H8589,17.0,0.09432410000000001,1.8923043999999998
178591,H8592,16.6,0.062579,1.9774393
178593,H8594,17.1,0.0798704,1.9378516
178609,H8610,17.3,0.0781462,1.9205831999999998
178610,H8611,17.3,0.0818144,1.9323037
178617,H8618,17.1,0.0705354,1.9366908999999999
178618,H8619,17.2,0.0832556,1.8924009999999998
178619,H8620,16.6,0.0817438,1.9609715
178626,H8627,16.7,0.06678339999999999,1.9126051
178633,H8634,16.7,0.07986510000000001,1.9525960999999998
178635,H8636,16.3,0.0751404,1.9800521
178891,H8892,16.9,0.1036127,1.9170561999999998
178899,H8900,16.8,0.0905746,1.9315328
178907,H8908,16.3,0.081587,1.8979765
178922,H8923,16.7,0.090242,1.8802016
178925,H8926,17.0,0.1307463,1.9565205
178940,H8941,16.7,0.1338481,1.9220546000000003
178956,H8957,17.1,0.0518029,1.8766285
178978,H8979,16.8,0.0989485,1.9698891
178984,H8985,16.9,0.0224072,1.9393843000000002
178995,H8996,17.1,0.09528260000000001,1.9387848
178996,H8997,16.6,0.0807036,1.9199862
178997,H8998,16.8,0.0652122,1.9018362000000002
179127,H9128,16.4,0.047112400000000006,1.9053817
179128,H9129,16.5,0.1061392,1.9695547999999998
179148,H9149,17.0,0.10686230000000001,1.9680276999999997
179178,H9179,16.6,0.0527367,1.8958379
179223,H9224,16.7,0.10382999999999999,1.9595248
179226,H9227,17.2,0.057645600000000005,1.9450789000000002
179255,H9256,16.7,0.0773443,1.9205418
179275,H9276,16.7,0.0542841,1.9140096000000002
179280,H9281,16.6,0.10663840000000001,1.9843214
179413,H9414,16.3,0.0838971,1.9832063999999998
179805,H9806,20.2,0.5344318,1.8584107
180022,I0023,16.7,0.06260700000000001,1.8962534
180049,I0050,16.9,0.1555903,1.9063685000000001
180085,I0086,16.3,0.0710191,1.9024791
180100,I0101,17.3,0.0744063,1.8774847
180101,I0102,16.8,0.07583780000000001,1.9820506999999998
180161,I0162,17.2,0.0932532,1.889819
180168,I0169,16.6,0.07724310000000001,1.8910741999999998
180171,I0172,16.7,0.0743803,1.9102544
180182,I0183,16.8,0.0755525,1.9104560000000002
180184,I0185,16.7,0.08131360000000001,1.9832348000000002
180755,I0756,17.3,0.09250660000000001,1.8758154999999999
180773,I0774,16.5,0.1035635,1.8981816999999999
180791,I0792,16.6,0.1035306,1.9486358
180792,I0793,16.2,0.10868330000000001,1.9388827000000002
180794,I0795,17.0,0.09799479999999999,1.9899558000000002
181319,I1320,17.2,0.09435410000000001,1.8841203000000002
181325,I1326,16.7,0.07682169999999999,1.9720877
181330,I1331,17.2,0.0488118,1.8904363999999998
181747,I1748,16.9,0.0620355,1.8028493000000003
181819,I1820,16.8,0.12350660000000001,1.9717223999999998
182003,I2004,16.9,0.1221306,1.9149875
182047,I2048,17.1,0.0715356,1.9123036
182066,I2067,16.8,0.0710522,1.9198598999999998
182071,I2072,16.6,0.0499468,1.9148601000000003
182077,I2078,17.6,0.1038952,1.9496147000000001
182083,I2084,17.4,0.0756704,1.9324035
182086,I2087,16.8,0.048862800000000005,1.9324445
182087,I2088,16.8,0.045351800000000005,1.9037061999999998
182089,I2090,17.0,0.06020840000000001,1.9474648999999997
182306,I2307,17.4,0.0440125,1.8710669999999998
182309,I2310,16.8,0.06489740000000001,1.9250803
182313,I2314,17.4,0.069524,1.9111023999999999
182454,I2455,17.2,0.0248027,1.9178167000000002
182474,I2475,16.9,0.097138,1.9271038
182514,I2515,16.8,0.0825271,1.9043142
182538,I2539,16.6,0.10289160000000001,1.9748748999999999
182593,I2594,16.9,0.07620369999999999,1.8907773
182595,I2596,16.4,0.0880258,1.9053601000000002
182687,I2688,16.6,0.0795221,1.9444938000000003
182694,I2695,17.0,0.0684653,1.9366946
182708,I2709,16.7,0.0879743,1.9558419999999999
182730,I2731,16.5,0.0763458,1.9160833
182774,I2775,16.7,0.0940528,1.9103701000000002
182788,I2789,16.7,0.10489389999999998,1.9683986
182809,I2810,16.9,0.06003769999999999,1.9942761000000002
182838,I2839,16.8,0.10310319999999999,1.9912637999999998
183501,I3502,16.9,0.0666071,1.8964232
183510,I3511,17.2,0.09593639999999999,1.8660755
183538,I3539,16.5,0.08382250000000001,1.8929652
183547,I3548,17.4,0.34025959999999994,1.8443638
183567,I3568,17.0,0.0349207,1.9629464
183581,I3582,17.0,0.1294585,1.9657396
184266,I4267,16.8,0.062789,1.9000871
184267,I4268,16.6,0.09761289999999999,1.8951599
184274,I4275,17.2,0.07990939999999999,1.9182213
184278,I4279,16.9,0.07121319999999999,1.9821627
184281,I4282,16.7,0.060341599999999995,1.895709
184282,I4283,16.4,0.099609,1.9131963
184284,I4285,16.4,0.0341426,1.9907696
184292,I4293,16.4,0.09133560000000002,1.9630276999999998
184295,I4296,16.7,0.0825676,1.9516911
184300,I4301,17.7,0.0626183,1.9925556
184311,I4312,17.1,0.06578110000000001,1.9727978
185011,I5012,16.7,0.058833,1.9234494
185039,I5040,16.7,0.10542439999999999,1.9594241000000001
185047,I5048,16.9,0.05403959999999999,1.9936895000000001
185543,I5544,16.7,0.0997451,1.9277825000000002
185597,I5598,17.3,0.0872057,1.9014252
185691,I5692,16.8,0.08812719999999999,1.9684776999999998
185701,I5702,17.9,0.2998285,1.8283862000000002
185852,I5853,16.9,0.31094720000000003,1.8574271
185862,I5863,17.3,0.0480634,1.9112519000000001
185867,I5868,17.0,0.0824828,1.9136201000000002
185869,I5870,17.3,0.0211961,1.9119122
185872,I5873,16.4,0.0589385,1.9118429
185873,I5874,16.7,0.030636200000000002,1.9496703000000002
186103,I6104,16.4,0.056777999999999995,1.9137319
186152,I6153,16.5,0.0408684,1.8998116000000003
186234,I6235,17.0,0.0587188,1.9432011000000002
186280,I6281,17.0,0.05749,1.9561933
186323,I6324,16.4,0.042129599999999996,1.9652572
186591,I6592,16.7,0.0501199,1.9020796999999998
186619,I6620,17.3,0.079458,1.8161504000000002
186636,I6637,17.5,0.087769,1.8834543999999998
186637,I6638,17.0,0.0810962,1.8795916000000001
186647,I6648,17.0,0.0932563,1.9463209
187001,I7002,17.2,0.1121343,1.8821578999999997
187021,I7022,16.4,0.0630396,1.9674866000000002
187022,I7023,16.7,0.0551116,1.9492861000000001
187024,I7025,16.9,0.039983199999999997,1.9494759
187030,I7031,16.9,0.08290850000000001,1.9450165000000001
187032,I7033,17.1,0.0860298,1.9578254000000002
187033,I7034,16.9,0.0879951,1.9541218
187485,I7486,17.2,0.08522310000000001,1.9238851000000003
187489,I7490,17.1,0.0829804,1.9073301999999999
187573,I7574,17.8,0.0717131,1.90753
187788,I7789,17.2,0.09214689999999999,1.9077375
187790,I7791,16.7,0.11044649999999999,1.9322575000000002
187854,I7855,17.1,0.0540678,1.9149541
187856,I7857,17.3,0.083587,1.9049672
187858,I7859,17.2,0.0826988,1.9042549
187859,I7860,16.8,0.0630076,1.9418925999999999
188047,I8048,16.9,0.0561932,1.9098909
188050,I8051,16.8,0.0763393,1.8942061999999997
188076,I8077,15.9,0.06747760000000001,1.9430776
188078,I8079,16.6,0.10386569999999999,1.9046839
188321,I8322,17.1,0.0841985,1.8772696
188332,I8333,16.8,0.052091399999999996,1.9150417000000002
188333,I8334,16.7,0.0545135,1.9288759999999998
188337,I8338,17.1,0.0459402,1.9327266
188338,I8339,16.9,0.21461599999999997,1.9697183999999996
188348,I8349,16.1,0.2705261,1.9291156000000003
188349,I8350,16.6,0.10578610000000001,1.887161
188574,I8575,16.5,0.10800250000000002,1.9108523999999998
188575,I8576,16.9,0.040074599999999995,1.9571298
188576,I8577,16.8,0.0997156,1.9260845000000002
188579,I8580,16.7,0.1176387,1.9169237000000001
188848,I8849,16.7,0.0941092,1.9457607
188871,I8872,17.3,0.0766318,1.984375
189020,I9021,15.9,0.0719332,1.9639602999999999
189036,I9037,17.1,0.06264890000000001,1.8851715
189040,I9041,16.6,0.05983430000000001,1.925593
189046,I9047,16.5,0.047832,1.9360788
189061,I9062,18.4,0.38712179999999996,1.9274688999999998
189116,I9117,16.7,0.0905628,1.9253575
189120,I9121,16.6,0.0798051,1.9231096999999997
189133,I9134,16.7,0.09615080000000001,1.9051711
189136,I9137,16.6,0.0212273,1.9354058
189172,I9173,18.9,0.5701645000000001,1.8436845000000002
189193,I9194,16.4,0.0104529,1.8672542
189264,I9265,16.4,0.1045859,1.9746854999999999
189450,I9451,17.3,0.0797874,1.9394003
189520,I9521,16.5,0.0562928,1.9136117
189521,I9522,16.3,0.05349500000000001,1.9236726000000002
189524,I9525,17.2,0.1677823,1.9260540000000002
189526,I9527,16.9,0.09722769999999999,1.9284104
189528,I9529,16.4,0.0467833,1.9277943
189542,I9543,16.4,0.0773662,1.9609508999999998
189543,I9544,16.8,0.07536210000000002,1.9152923
189571,I9572,16.6,0.060062199999999996,1.9642521000000002
189767,I9768,16.9,0.0528448,1.8838069
189783,I9784,16.9,0.07203580000000001,1.9260970000000002
189784,I9785,16.4,0.0927239,1.9220747999999999
189949,I9950,16.8,0.053848,1.9184012
189960,I9961,16.7,0.08369589999999999,1.920366
189971,I9972,17.0,0.081444,1.9428672999999999
189972,I9973,17.5,0.37719600000000003,1.8445761000000003
190131,J0132,17.1,0.046262,1.909925
190232,J0233,17.0,0.0889754,1.8925854
190533,J0534,16.9,0.1142934,1.9152356
190535,J0536,17.0,0.09011770000000001,1.9274256
190537,J0538,16.3,0.08861360000000001,1.9244448
190540,J0541,16.0,0.2161698,1.9325578
190549,J0550,16.5,0.052397900000000004,1.908275
190621,J0622,16.0,0.08823099999999999,1.9556606
191029,J1030,17.0,0.0629266,1.9234988000000002
191031,J1032,17.0,0.0430994,1.9025593999999997
191039,J1040,16.5,0.0830084,1.8972008999999999
191058,J1059,16.9,0.13463139999999998,1.9057131
191094,J1095,16.8,0.046012800000000006,1.8977415000000002
191097,J1098,16.5,0.0511972,1.9095857
191098,J1099,16.3,0.052214800000000006,1.8955598000000002
191099,J1100,17.4,0.015012000000000001,1.8847118999999999
191130,J1131,16.9,0.07697319999999999,1.9251616999999999
191152,J1153,16.7,0.1017784,1.8975634
191157,J1158,16.1,0.08778999999999999,1.9173743000000003
191241,J1242,16.5,0.0468866,1.9071578000000002
191453,J1454,16.8,0.07890660000000001,1.9067563000000003
191565,J1566,16.5,0.0788901,1.9537361
191568,J1569,16.9,0.0516308,1.9568288
191573,J1574,17.0,0.10720170000000001,1.8910037
191585,J1586,16.6,0.1310183,1.9468657
191915,J1916,16.6,0.0471826,1.9724567
191918,J1919,16.4,0.07891530000000001,1.9668123
192157,J2158,17.7,0.07856389999999999,1.8960348000000002
192158,J2159,16.3,0.0612102,1.9620764
192415,J2416,17.1,0.0636757,1.8803626
192559,J2560,16.4,0.09701549999999999,1.8568318
192582,J2583,17.3,0.0302223,1.8982665
192617,J2618,16.8,0.0443576,1.9514883
193177,J3178,17.6,0.7013710999999999,1.9344987
193179,J3180,17.0,0.0499079,1.9035534
193200,J3201,17.0,0.048907,1.9169979
193215,J3216,16.9,0.043637699999999995,1.8982258
193216,J3217,16.7,0.0757251,1.9066273
193221,J3222,17.2,0.1208503,1.8990662
193226,J3227,17.0,0.047821800000000005,1.9166256000000002
193236,J3237,17.3,0.09081089999999999,1.9343183999999998
193237,J3238,17.4,0.0854976,1.9102595000000002
193238,J3239,17.1,0.0914821,1.9264726000000003
193239,J3240,17.0,0.0766572,1.9369773999999997
193242,J3243,16.5,0.10715129999999999,1.9133376
193286,J3287,16.7,0.1414572,1.9370438
193287,J3288,17.1,0.20518560000000002,1.9212267
193289,J3290,17.2,0.0935552,1.9189142
193293,J3294,16.2,0.0878157,1.9262324
193351,J3352,17.0,0.1697874,1.9068028000000001
193388,J3389,16.9,0.0745898,1.940406
193392,J3393,16.8,0.0905193,1.9469789
193402,J3403,17.1,0.060234300000000005,1.9357687
193403,J3404,16.5,0.1714892,1.9108585
193414,J3415,17.5,0.0914442,1.9269557000000002
193428,J3429,17.1,0.0327176,1.9787957999999999
193438,J3439,16.7,0.1093568,1.8907096999999997
193455,J3456,16.7,0.0912424,1.9297445
193496,J3497,16.7,0.0762914,1.9925755
193521,J3522,16.8,0.0866362,1.9474441999999998
193578,J3579,16.7,0.0254389,1.9367638999999999
193631,J3632,16.3,0.1175515,1.9103629
193637,J3638,16.0,0.046477199999999996,1.9467618000000002
194921,J4922,17.0,0.043361300000000005,1.9033095000000002
195080,J5081,16.8,0.0455077,1.8896941999999999
195204,J5205,17.5,0.06211219999999999,1.8672259999999998
195353,J5354,17.5,0.0789172,1.8647892
195382,J5383,17.1,0.0825298,1.8803245
195383,J5384,16.8,0.0903344,1.918339
195388,J5389,16.8,0.11327480000000001,1.9249724999999998
195390,J5391,16.6,0.0865442,1.9287781000000002
195508,J5509,17.1,0.1580155,1.906139
195553,J5554,17.7,0.031170599999999996,1.8676566000000003
195575,J5576,16.6,0.0617852,1.9250201
195607,J5608,16.4,0.0502,1.9541542
196020,J6021,16.0,0.0782345,1.9672072
196600,J6601,16.9,0.0340444,1.8492787
196608,J6609,16.5,0.0517077,1.9078081000000002
196615,J6616,17.2,0.062213199999999996,1.8270267
196624,J6625,20.2,0.5916578,1.8470758000000003
196755,J6756,18.1,0.08294460000000001,1.8521754000000001
196873,J6874,16.8,0.1018151,1.9128328
196900,J6901,17.1,0.0759581,1.8824048
196941,J6942,17.1,0.0269996,1.8740706999999999
196961,J6962,16.1,0.026139299999999997,1.8951744
197190,J7191,17.1,0.0767268,1.8801508000000002
197214,J7215,16.9,0.0690656,1.8842583
197215,J7216,17.2,0.10031939999999999,1.9268223000000002
197228,J7229,17.3,0.0476385,1.8906159
197257,J7258,16.7,0.083044,1.9384703
197309,J7310,16.7,0.1110016,1.9094256999999997
197331,J7332,16.9,0.0975461,1.9040296
197358,J7359,16.9,0.0787393,1.9133415
197380,J7381,17.0,0.0671657,1.9066553
197444,J7445,16.8,0.13436610000000002,1.885963
197453,J7454,16.9,0.0749784,1.9560221999999998
197462,J7463,16.9,0.10662680000000001,1.9309052
197478,J7479,17.1,0.11988199999999999,1.9287444999999999
197481,J7482,16.4,0.0782311,1.951525
197484,J7485,17.3,0.0889226,1.9442057000000001
197490,J7491,16.7,0.1058308,1.9862593999999998
197492,J7493,17.1,0.1263118,1.9292105
197497,J7498,17.1,0.0881947,1.9841693999999999
197498,J7499,16.2,0.1280744,1.9513238999999998
197501,J7502,17.2,0.0745378,1.9862620999999998
197509,J7510,17.5,0.0793402,1.9307406000000003
197513,J7514,17.1,0.0540291,1.9840339
197520,J7521,17.0,0.1288688,1.9820223999999997
197531,J7532,16.3,0.09592410000000001,1.9811651000000001
197574,J7575,16.3,0.0777863,1.9702146
197587,J7588,17.1,0.46583559999999996,1.8454808
198854,J8855,17.3,0.08841360000000001,1.9010061000000003
198858,J8859,17.1,0.0543422,1.914575
198859,J8860,16.7,0.0441305,1.9290156000000003
198860,J8861,16.8,0.09023610000000001,1.9527521
198861,J8862,17.2,0.0614837,1.9618342
198865,J8866,17.0,0.07849880000000001,1.9487709
198867,J8868,16.5,0.0761551,1.9707418
199797,J9798,16.9,0.1266445,1.8872911
199798,J9799,17.0,0.1198211,1.9970395
199799,J9800,16.8,0.0084129,1.8871848999999998
199805,J9806,16.6,0.07337360000000001,1.9539183999999998
199808,J9809,17.0,0.0696187,1.8871398000000001
199816,J9817,17.4,0.1255799,1.8928717000000002
199854,J9855,17.2,0.0651476,1.9551311000000002
199857,J9858,17.0,0.017671799999999998,1.8992866999999998
199869,J9870,17.4,0.0642929,1.9303104
199874,J9875,17.0,0.0485226,1.9150125
199891,J9892,16.6,0.05948440000000001,1.9625291
199936,J9937,16.7,0.0464148,1.9904528000000001
199971,J9972,17.0,0.1174285,1.9393093000000001
200210,K0211,16.5,0.049989599999999995,1.9865379
200362,K0363,17.2,0.08217089999999999,1.9071166000000002
200401,K0402,17.3,0.0962402,1.8888405
200431,K0432,16.5,0.1080904,1.9318186999999998
200446,K0447,17.3,0.0831609,1.9174015
200447,K0448,16.6,0.1850571,1.9146055
